Station Name,R (M2),Delta phi (M2),D (M2),R (K1),Delta phi (K1),D (K1)
Brown Bay,1.2391485326222111,-20.82857544708105,0.43770840505204395,1.0561077225712088,-11.517142904444086,0.14511790586164969
Campbell River,0.59085733753583791,10.262354150909552,0.35609281049377567,0.97366348563570293,-0.54369654600878903,0.023646971708650922
Chatham Point,1.454404137871619,-17.485453927283515,0.52722338540870928,1.0771190449788766,-15.986743047341321,0.19539342439487217
Clover Point,0.59510404706246045,16.441077114829397,0.18582049184596336,0.95875155695825243,3.0675410146864692,0.042821616030912169
Esquimalt,0.62584983160420227,9.8649981676246625,0.14610830158076929,0.93706311237038664,4.0553083866670931,0.059814201669153688
Finnerty Cove,0.68887060066903527,20.543659942514353,0.19195976546850596,0.9619416154898891,1.4833156686206621,0.032391474653251352
Fulford Harbour,0.68289248147219717,21.792679168813482,0.25908177205617677,0.95017459713200703,2.6454092427990759,0.050556339432317778
Gibsons Landing,0.76810138209923362,22.353337230905844,0.38955356922790868,0.95949713056580277,3.5311075343005882,0.063384749418930519
Halfmoon Bay,0.7877519309381722,21.914771781371883,0.38426623595816833,0.96674088676204861,2.6479972360878037,0.049551933042613176
Irvines Landing,0.77894979414788568,21.659718018855507,0.39379319034765226,0.96741493972377834,2.1671805439166292,0.043519448239705702
Kelsey Bay,1.424280702247948,-6.1195750125280028,0.51830658018353404,1.1549382255929164,-16.879602483495688,0.20279085688389065
Lund,0.78405021470416048,19.913958834047811,0.38294137246168924,0.97798391027790255,1.1400052076651832,0.026249808501498613
Maude Island E,0.68124953766049601,-35.251628597053411,0.32961465802690287,0.96200117996122048,-5.7775593680750035,0.085894944691209868
Nymphe Cove,0.79643178590014996,-35.270478179095903,0.35533679328346918,0.96148302723249668,-5.6979280917023516,0.080701815609854025
Patos Island,0.83302746186912413,21.395533641668976,0.25687196245710481,0.98930223430454567,0.51721982780793496,0.011033447300220841
Pedder Bay,0.65200765133147953,4.1591491699563221,0.12068911828632042,0.93617150577481723,2.8838443328750714,0.050336985376081042
Point Atkinson,0.79209969679809389,20.981735019058352,0.3534758698426777,0.97308177294340703,2.3142669607957487,0.041447216899184416
Point Grey,0.77011114539974534,18.213687436198121,0.34074819734668599,0.91893053248614553,1.8629385035922041,0.078689916897534351
Port Renfrew,0.82282030477226653,12.940973779274032,0.19153956819150811,0.93638205274296682,1.6846663630209946,0.031569647299647063
Powell River,0.77776217611268106,20.01125035690616,0.3812046892583969,0.95349751367767677,2.3293604889202015,0.055271548563239938
Sandheads,0.80290945874967823,19.977202724581936,0.31984513040966278,0.98707417302776668,1.9512482331464867,0.030314728344009424
Seymour Narrows,0.43000043250418174,-1.3886478873894248,0.53942914143696408,1.1421963072215213,6.3095744834604375,0.12770589518518349
Sheringham Point,0.8107819553579092,7.0728963389303203,0.10685526822805155,0.91969226876861898,1.4333232651250682,0.045930295657816568
Tsawwassen,0.79437555437368657,22.175201360418622,0.32419203611261832,0.96790179033812673,2.4845674279607124,0.044524024225724455
Tumbo Channel,0.83033548794991952,22.168092524551639,0.28261961429477672,0.99115510473213131,3.3366368557008741,0.047556947623804309
Twin Islets,0.78531980103397558,20.189083091711474,0.38251928094224791,0.96121383295395646,2.007970424564121,0.04684089307656409
Victoria,0.62939682645407169,15.963882939638836,0.16081957484622478,0.97040716334950505,3.4813958869024191,0.041860766345009529
Whaler Bay,0.79159958178262602,19.940677054712445,0.31020930178213252,0.96822154482946798,1.792704783084389,0.037475888784821082
Yorke Island,1.4178269276832214,-2.6074699249797959,0.49337225355007663,1.1903249477666666,-15.520698171715424,0.19572737617923491
Mean Difference,0.21927541888507687,17.547853407685892,0.32490339097864535,0.037752501379647453,4.3810673546373389,0.068555898892985717
RMS Difference,0.24880742526053745,19.293814078249305,0.3457126835256506,0.044867767400983589,6.2937447521861749,0.086051909440816102
