#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2014 12 03 03 50 112 14.6 120 18.0 0324
2014 12 03 03 40 112 14.6 999 99.0 9999
2014 12 03 03 30 116 14.8 999 99.0 9999
2014 12 03 03 20 117 14.7 110 18.0 0254
2014 12 03 03 10 115 14.3 999 99.0 9999
2014 12 03 03 00 116 14.9 999 99.0 9999
2014 12 03 02 50 113 14.4 110 18.0 0241
2014 12 03 02 40 114 13.8 999 99.0 9999
2014 12 03 02 30 111 13.7 999 99.0 9999
2014 12 03 02 20 108 12.7 110 16.0 0206
2014 12 03 02 10 110 12.8 999 99.0 9999
2014 12 03 02 00 106 12.0 999 99.0 9999
2014 12 03 01 50 103 11.2 100 15.0 0101
2014 12 03 01 40 103 11.5 999 99.0 9999
2014 12 03 01 30 099 11.7 999 99.0 9999
2014 12 03 01 20 098 11.7 100 15.0 0101
2014 12 03 01 10 101 12.6 999 99.0 9999
2014 12 03 01 00 107 12.4 999 99.0 9999
2014 12 03 00 50 109 12.1 110 14.0 0047
2014 12 03 00 40 110 11.5 999 99.0 9999
2014 12 03 00 30 111 11.7 999 99.0 9999
2014 12 03 00 20 111 10.7 110 13.0 0019
2014 12 03 00 10 112 10.4 999 99.0 9999
2014 12 03 00 00 114 10.1 999 99.0 9999
2014 12 02 23 50 115 10.0 110 12.0 2344
2014 12 02 23 40 113 10.2 999 99.0 9999
2014 12 02 23 30 103  9.3 999 99.0 9999
2014 12 02 23 20 092  9.4  90 12.0 2316
2014 12 02 23 10 089  8.9 999 99.0 9999
2014 12 02 23 00 093  8.9 999 99.0 9999
2014 12 02 22 50 090  8.3  90 11.0 2212
2014 12 02 22 40 093  8.3 999 99.0 9999
2014 12 02 22 30 093  8.0 999 99.0 9999
2014 12 02 22 20 097  8.2 110 11.0 2140
2014 12 02 22 10 105  8.5 999 99.0 9999
2014 12 02 22 00 108  8.7 999 99.0 9999
2014 12 02 21 50 105  8.7 110 11.0 2140
2014 12 02 21 40 097  7.8 999 99.0 9999
2014 12 02 21 30 076  7.7 999 99.0 9999
2014 12 02 21 20 085  7.3  90 12.0 2022
2014 12 02 21 10 083  7.7 999 99.0 9999
2014 12 02 21 00 083  8.4 999 99.0 9999
2014 12 02 20 50 085  8.4  80 12.0 2005
2014 12 02 20 40 087  8.5 999 99.0 9999
2014 12 02 20 30 091  9.0 999 99.0 9999
2014 12 02 20 20 082  9.8  80 12.0 2005
2014 12 02 20 10 078  9.8 999 99.0 9999
2014 12 02 20 00 076  8.9 999 99.0 9999
2014 12 02 19 50 074  9.3  80 12.0 1912
2014 12 02 19 40 075  9.1 999 99.0 9999
2014 12 02 19 30 084  8.8 999 99.0 9999
2014 12 02 19 20 080  9.0  80 12.0 1912
2014 12 02 19 10 076  9.0 999 99.0 9999
2014 12 02 19 00 077  9.4 999 99.0 9999
2014 12 02 18 50 077  8.1  80 11.0 1816
2014 12 02 18 40 080  7.6 999 99.0 9999
2014 12 02 18 30 081  8.0 999 99.0 9999
2014 12 02 18 20 079  9.2  80 11.0 1816
2014 12 02 18 10 079  8.8 999 99.0 9999
2014 12 02 18 00 077  8.7 999 99.0 9999
2014 12 02 17 50 080  8.4  80 11.0 1741
2014 12 02 17 40 083  8.2 999 99.0 9999
2014 12 02 17 30 086  8.5 999 99.0 9999
2014 12 02 17 20 085  8.3  80 12.0 1621
2014 12 02 17 10 083  7.9 999 99.0 9999
2014 12 02 17 00 079  8.1 999 99.0 9999
2014 12 02 16 50 081  8.1  80 12.0 1621
2014 12 02 16 40 087  8.2 999 99.0 9999
2014 12 02 16 30 089  8.5 999 99.0 9999
2014 12 02 16 20 091  8.7  90 11.0 1552
2014 12 02 16 10 086  8.2 999 99.0 9999
2014 12 02 16 00 088  8.2 999 99.0 9999
2014 12 02 15 50 089  8.3  80 10.0 1510
2014 12 02 15 40 082  8.3 999 99.0 9999
2014 12 02 15 30 080  8.3 999 99.0 9999
2014 12 02 15 20 078  8.3  80 11.0 1444
2014 12 02 15 10 081  8.3 999 99.0 9999
2014 12 02 15 00 076  8.1 999 99.0 9999
2014 12 02 14 50 086  8.6  80 11.0 1404
2014 12 02 14 40 084  8.0 999 99.0 9999
2014 12 02 14 30 084  8.3 999 99.0 9999
2014 12 02 14 20 084  8.7  80 11.0 1404
2014 12 02 14 10 084  8.5 999 99.0 9999
2014 12 02 14 00 092  8.0 999 99.0 9999
2014 12 02 13 50 084  8.3 110 11.0 1311
2014 12 02 13 40 081  8.0 999 99.0 9999
2014 12 02 13 30 106  8.7 999 99.0 9999
2014 12 02 13 20 113  8.6 120 11.0 1236
2014 12 02 13 10 111  8.4 999 99.0 9999
2014 12 02 13 00 108  8.5 999 99.0 9999
2014 12 02 12 50 115  8.4 120 11.0 1236
2014 12 02 12 40 114  8.6 999 99.0 9999
2014 12 02 12 30 113  8.2 999 99.0 9999
2014 12 02 12 20 119  7.9 120 10.0 1130
2014 12 02 12 10 118  8.0 999 99.0 9999
2014 12 02 12 00 118  8.2 999 99.0 9999
2014 12 02 11 50 118  8.2 120 10.0 1130
2014 12 02 11 40 127  7.8 999 99.0 9999
2014 12 02 11 30 113  8.6 999 99.0 9999
2014 12 02 11 20 121  7.8 120  9.0 1110
2014 12 02 11 10 123  7.3 999 99.0 9999
2014 12 02 11 00 122  7.3 999 99.0 9999
2014 12 02 10 50 127  7.6 140  9.0 1049
2014 12 02 10 40 123  7.1 999 99.0 9999
2014 12 02 10 30 126  7.2 999 99.0 9999
2014 12 02 10 20 126  7.0 100  9.0 0953
2014 12 02 10 10 127  7.0 999 99.0 9999
2014 12 02 10 00 113  7.0 999 99.0 9999
2014 12 02 09 50 113  7.3 100  9.0 0850
2014 12 02 09 40 112  7.5 999 99.0 9999
2014 12 02 09 30 112  7.1 999 99.0 9999
2014 12 02 09 20 110  7.1  80 10.0 0821
2014 12 02 09 10 100  7.2 999 99.0 9999
2014 12 02 09 00 095  7.1 999 99.0 9999
2014 12 02 08 50 085  7.3  80 10.0 0821
2014 12 02 08 40 086  7.4 999 99.0 9999
2014 12 02 08 30 083  7.5 999 99.0 9999
2014 12 02 08 20 105  7.8 110 10.0 0809
2014 12 02 08 10 108  7.5 999 99.0 9999
2014 12 02 08 00 102  7.4 999 99.0 9999
2014 12 02 07 50 098  7.0  90  9.0 0716
2014 12 02 07 40 085  7.1 999 99.0 9999
2014 12 02 07 30 086  7.4 999 99.0 9999
2014 12 02 07 20 092  7.6  90  9.0 0716
2014 12 02 07 10 099  7.6 999 99.0 9999
2014 12 02 07 00 096  7.3 999 99.0 9999
2014 12 02 06 50 092  7.1  90  9.0 0649
2014 12 02 06 40 086  7.0 999 99.0 9999
2014 12 02 06 30 085  7.1 999 99.0 9999
2014 12 02 06 20 083  7.3  90  9.0 0616
2014 12 02 06 10 100  6.8 999 99.0 9999
2014 12 02 06 00 113  6.3 999 99.0 9999
2014 12 02 05 50 114  6.2 110  8.0 0458
2014 12 02 05 40 114  6.3 999 99.0 9999
2014 12 02 05 30 113  6.4 999 99.0 9999
2014 12 02 05 20 109  6.8 110  8.0 0458
2014 12 02 05 10 108  6.6 999 99.0 9999
2014 12 02 05 00 113  6.4 999 99.0 9999
2014 12 02 04 50 114  6.4 120  9.0 0402
2014 12 02 04 40 114  6.0 999 99.0 9999
2014 12 02 04 30 118  6.2 999 99.0 9999
2014 12 02 04 20 123  6.2 120  9.0 0402
2014 12 02 04 10 129  6.7 999 99.0 9999
2014 12 02 04 00 125  7.1 999 99.0 9999
2014 12 02 03 50 117  7.0 120  9.0 0342
2014 12 02 03 40 114  6.7 999 99.0 9999
2014 12 02 03 30 117  6.5 999 99.0 9999
2014 12 02 03 20 115  6.4 999 99.0 9999
2014 12 02 03 10 113  6.4 999 99.0 9999
2014 12 02 03 00 109  6.3 999 99.0 9999
2014 12 02 02 50 108  6.4 110  8.0 0234
2014 12 02 02 40 108  6.6 999 99.0 9999
2014 12 02 02 30 109  6.2 999 99.0 9999
2014 12 02 02 20 115  6.4 110  8.0 0147
2014 12 02 02 10 111  6.4 999 99.0 9999
2014 12 02 02 00 114  6.2 999 99.0 9999
2014 12 02 01 50 110  6.3 110  8.0 0147
2014 12 02 01 40 111  6.2 999 99.0 9999
2014 12 02 01 30 112  6.1 999 99.0 9999
2014 12 02 01 20 108  5.9 110  7.0 0119
2014 12 02 01 10 113  5.5 999 99.0 9999
2014 12 02 01 00 118  5.5 999 99.0 9999
2014 12 02 00 50 119  5.3 130  7.0 2359
2014 12 02 00 40 121  5.1 999 99.0 9999
2014 12 02 00 30 113  4.9 999 99.0 9999
2014 12 02 00 20 116  4.8 110  8.0 2334
2014 12 02 00 10 123  5.1 999 99.0 9999
2014 12 02 00 00 122  5.2 999 99.0 9999
2014 12 01 23 50 112  5.4 110  8.0 2334
2014 12 01 23 40 110  5.2 999 99.0 9999
2014 12 01 23 30 117  5.2 999 99.0 9999
2014 12 01 23 20 120  5.1 120  7.0 2309
2014 12 01 23 10 118  4.9 999 99.0 9999
2014 12 01 23 00 123  5.0 999 99.0 9999
2014 12 01 22 50 121  4.8 130  6.0 2226
2014 12 01 22 40 118  4.3 999 99.0 9999
2014 12 01 22 30 117  4.6 999 99.0 9999
2014 12 01 22 20 110  4.4 120  6.0 2142
2014 12 01 22 10 117  4.2 999 99.0 9999
2014 12 01 22 00 115  4.4 999 99.0 9999
2014 12 01 21 50 118  4.6 130  6.0 2053
2014 12 01 21 40 115  4.0 999 99.0 9999
2014 12 01 21 30 118  4.1 999 99.0 9999
2014 12 01 21 20 121  4.3 130  7.0 2045
2014 12 01 21 10 128  4.3 999 99.0 9999
2014 12 01 21 00 129  4.9 999 99.0 9999
2014 12 01 20 50 120  5.1 130  7.0 2045
2014 12 01 20 40 120  4.3 999 99.0 9999
2014 12 01 20 30 117  4.3 999 99.0 9999
2014 12 01 20 20 108  4.7 100  7.0 1932
2014 12 01 20 10 097  4.8 999 99.0 9999
2014 12 01 20 00 101  5.0 999 99.0 9999
2014 12 01 19 50 098  5.0 100  8.0 1905
2014 12 01 19 40 097  5.3 999 99.0 9999
2014 12 01 19 30 090  5.5 999 99.0 9999
2014 12 01 19 20 093  5.7 100  8.0 1905
2014 12 01 19 10 095  5.7 999 99.0 9999
2014 12 01 19 00 096  5.8 999 99.0 9999
2014 12 01 18 50 090  5.8  80  8.0 1800
2014 12 01 18 40 086  5.8 999 99.0 9999
2014 12 01 18 30 079  5.9 999 99.0 9999
2014 12 01 18 20 080  6.0  80  8.0 1725
2014 12 01 18 10 080  5.8 999 99.0 9999
2014 12 01 18 00 082  5.9 999 99.0 9999
2014 12 01 17 50 077  6.0  80  8.0 1705
2014 12 01 17 40 072  6.3 999 99.0 9999
2014 12 01 17 30 072  6.7 999 99.0 9999
2014 12 01 17 20 073  6.9  80  8.0 1705
2014 12 01 17 10 074  6.8 999 99.0 9999
2014 12 01 17 00 079  6.4 999 99.0 9999
2014 12 01 16 50 076  6.3  70  8.0 1602
2014 12 01 16 40 076  6.6 999 99.0 9999
2014 12 01 16 30 071  6.5 999 99.0 9999
2014 12 01 16 20 074  6.4  70  9.0 1523
2014 12 01 16 10 073  6.6 999 99.0 9999
2014 12 01 16 00 075  6.6 999 99.0 9999
2014 12 01 15 50 075  6.8  80  9.0 1510
2014 12 01 15 40 076  7.0 999 99.0 9999
2014 12 01 15 30 075  7.3 999 99.0 9999
2014 12 01 15 20 078  7.1  60  9.0 1425
2014 12 01 15 10 079  7.1 999 99.0 9999
2014 12 01 15 00 080  7.3 999 99.0 9999
2014 12 01 14 50 087  7.4  80 10.0 1354
2014 12 01 14 40 076  7.3 999 99.0 9999
2014 12 01 14 30 077  7.5 999 99.0 9999
2014 12 01 14 20 080  7.4  80 10.0 1354
2014 12 01 14 10 076  7.3 999 99.0 9999
2014 12 01 14 00 080  7.4 999 99.0 9999
2014 12 01 13 50 081  7.3  70  9.0 1338
2014 12 01 13 40 077  7.0 999 99.0 9999
2014 12 01 13 30 086  7.1 999 99.0 9999
2014 12 01 13 20 081  6.8  90  9.0 1314
2014 12 01 13 10 082  6.2 999 99.0 9999
2014 12 01 13 00 081  6.4 999 99.0 9999
2014 12 01 12 50 076  6.7  90  9.0 1235
2014 12 01 12 40 081  7.1 999 99.0 9999
2014 12 01 12 30 081  6.8 999 99.0 9999
2014 12 01 12 20 079  6.4  70  8.0 1155
2014 12 01 12 10 075  6.8 999 99.0 9999
2014 12 01 12 00 074  6.7 999 99.0 9999
2014 12 01 11 50 066  6.4  70  9.0 1112
2014 12 01 11 40 067  6.2 999 99.0 9999
2014 12 01 11 30 068  6.4 999 99.0 9999
2014 12 01 11 20 072  6.3  70  9.0 1112
2014 12 01 11 10 068  6.8 999 99.0 9999
2014 12 01 11 00 074  6.5 999 99.0 9999
2014 12 01 10 50 075  6.5  80  8.0 1023
2014 12 01 10 40 077  6.4 999 99.0 9999
2014 12 01 10 30 080  6.7 999 99.0 9999
2014 12 01 10 20 078  6.4  70  8.0 0943
2014 12 01 10 10 070  6.6 999 99.0 9999
2014 12 01 10 00 070  6.6 999 99.0 9999
2014 12 01 09 50 064  6.7  50  9.0 0853
2014 12 01 09 40 065  6.4 999 99.0 9999
2014 12 01 09 30 065  6.5 999 99.0 9999
2014 12 01 09 20 069  6.5  60  9.0 0835
2014 12 01 09 10 063  6.7 999 99.0 9999
2014 12 01 09 00 061  7.1 999 99.0 9999
2014 12 01 08 50 059  7.2  60  9.0 0835
2014 12 01 08 40 058  7.3 999 99.0 9999
2014 12 01 08 30 060  7.1 999 99.0 9999
2014 12 01 08 20 063  6.7 110 12.0 0723
2014 12 01 08 10 067  6.5 999 99.0 9999
2014 12 01 08 00 070  6.7 999 99.0 9999
2014 12 01 07 50 090  6.9 110 12.0 0723
2014 12 01 07 40 092  7.6 999 99.0 9999
2014 12 01 07 30 098  8.0 999 99.0 9999
2014 12 01 07 20 103  8.6 100 11.0 0640
2014 12 01 07 10 107  8.4 999 99.0 9999
2014 12 01 07 00 106  8.7 999 99.0 9999
2014 12 01 06 50 112  8.5 120 12.0 0612
2014 12 01 06 40 104  8.2 999 99.0 9999
2014 12 01 06 30 111  8.6 999 99.0 9999
2014 12 01 06 20 111  9.1 120 12.0 0545
2014 12 01 06 10 112  8.8 999 99.0 9999
2014 12 01 06 00 112  8.7 999 99.0 9999
2014 12 01 05 50 112  9.2 100 12.0 0452
2014 12 01 05 40 114  9.3 999 99.0 9999
2014 12 01 05 30 108  9.0 999 99.0 9999
2014 12 01 05 20 109  9.2  90 13.0 0426
2014 12 01 05 10 110  9.6 999 99.0 9999
2014 12 01 05 00 105  9.8 999 99.0 9999
2014 12 01 04 50 107 10.2 100 14.0 0413
2014 12 01 04 40 106 10.1 999 99.0 9999
2014 12 01 04 30 108 10.5 999 99.0 9999
2014 12 01 04 20 106 10.5 110 15.0 0338
2014 12 01 04 10 107 10.3 999 99.0 9999
2014 12 01 04 00 099 10.5 999 99.0 9999
2014 12 01 03 50 108 10.6 110 15.0 0338
2014 12 01 03 40 107 11.1 999 99.0 9999
2014 12 01 03 30 099 10.2 999 99.0 9999
2014 12 01 03 20 101 10.1 110 14.0 0307
2014 12 01 03 10 099 10.0 999 99.0 9999
2014 12 01 03 00 089  9.6 999 99.0 9999
2014 12 01 02 50 083 10.0 110 13.0 0229
2014 12 01 02 40 102 10.3 999 99.0 9999
2014 12 01 02 30 102  9.8 999 99.0 9999
2014 12 01 02 20 082  8.9 100 13.0 0150
2014 12 01 02 10 101  9.6 999 99.0 9999
2014 12 01 02 00 102  9.6 999 99.0 9999
2014 12 01 01 50 107  9.0 100 13.0 0113
2014 12 01 01 40 106  9.6 999 99.0 9999
2014 12 01 01 30 107  9.4 999 99.0 9999
2014 12 01 01 20 107  9.8 100 13.0 0113
2014 12 01 01 10 108  9.3 999 99.0 9999
2014 12 01 01 00 107  9.7 999 99.0 9999
2014 12 01 00 50 106  9.1 100 13.0 0005
2014 12 01 00 40 101  9.4 999 99.0 9999
2014 12 01 00 30 103  9.2 999 99.0 9999
2014 12 01 00 20 107  9.5 100 13.0 0005
2014 12 01 00 10 108  9.4 999 99.0 9999
2014 12 01 00 00 109  9.6 999 99.0 9999
2014 11 30 23 50 106  9.5 110 12.0 2334
2014 11 30 23 40 107  9.6 999 99.0 9999
2014 11 30 23 30 107  9.5 999 99.0 9999
2014 11 30 23 20 106  9.5 999 99.0 9999
2014 11 30 23 10 106  9.7 999 99.0 9999
2014 11 30 23 00 105  9.2 999 99.0 9999
2014 11 30 22 50 107  9.3 100 12.0 2228
2014 11 30 22 40 107  9.2 999 99.0 9999
2014 11 30 22 30 103  9.5 999 99.0 9999
2014 11 30 22 20 104  9.2 110 13.0 2127
2014 11 30 22 10 104  9.1 999 99.0 9999
2014 11 30 22 00 108  9.2 999 99.0 9999
2014 11 30 21 50 108  9.2 110 13.0 2127
2014 11 30 21 40 104  9.2 999 99.0 9999
2014 11 30 21 30 103  9.5 999 99.0 9999
2014 11 30 21 20 104  9.7 110 14.0 2048
2014 11 30 21 10 103  9.6 999 99.0 9999
2014 11 30 21 00 111 10.2 999 99.0 9999
2014 11 30 20 50 105 10.0 110 14.0 2048
2014 11 30 20 40 103 10.0 999 99.0 9999
2014 11 30 20 30 100  9.6 999 99.0 9999
2014 11 30 20 20 084  8.2  90 12.0 1956
2014 11 30 20 10 083  8.9 999 99.0 9999
2014 11 30 20 00 091  8.7 999 99.0 9999
2014 11 30 19 50 080  8.7  80 12.0 1931
2014 11 30 19 40 081  8.9 999 99.0 9999
2014 11 30 19 30 089  8.6 999 99.0 9999
2014 11 30 19 20 093  8.4 100 11.0 1835
2014 11 30 19 10 099  8.4 999 99.0 9999
2014 11 30 19 00 084  8.0 999 99.0 9999
2014 11 30 18 50 076  8.5  70 13.0 1810
2014 11 30 18 40 080  8.4 999 99.0 9999
2014 11 30 18 30 078  9.1 999 99.0 9999
2014 11 30 18 20 077  9.0  70 13.0 1810
2014 11 30 18 10 076  9.1 999 99.0 9999
2014 11 30 18 00 075  9.6 999 99.0 9999
2014 11 30 17 50 072  9.5  60 12.0 1657
2014 11 30 17 40 074  9.3 999 99.0 9999
2014 11 30 17 30 074  9.7 999 99.0 9999
2014 11 30 17 20 076  9.5  70 13.0 1630
2014 11 30 17 10 075  9.3 999 99.0 9999
2014 11 30 17 00 070 10.2 999 99.0 9999
2014 11 30 16 50 068  9.7  70 13.0 1630
2014 11 30 16 40 073  9.7 999 99.0 9999
2014 11 30 16 30 072  9.4 999 99.0 9999
2014 11 30 16 20 073  9.6  80 12.0 1531
2014 11 30 16 10 075  9.7 999 99.0 9999
2014 11 30 16 00 076  9.9 999 99.0 9999
2014 11 30 15 50 077  9.8  80 12.0 1531
2014 11 30 15 40 075  9.9 999 99.0 9999
2014 11 30 15 30 076  9.5 999 99.0 9999
2014 11 30 15 20 074  9.5  80 12.0 1504
2014 11 30 15 10 074  9.9 999 99.0 9999
2014 11 30 15 00 079  9.2 999 99.0 9999
2014 11 30 14 50 076  9.3  70 11.0 1350
2014 11 30 14 40 076  8.6 999 99.0 9999
2014 11 30 14 30 074  8.8 999 99.0 9999
2014 11 30 14 20 072  8.6  70 11.0 1350
2014 11 30 14 10 070  9.1 999 99.0 9999
2014 11 30 14 00 073  8.6 999 99.0 9999
2014 11 30 13 50 068  8.3  70 11.0 1325
2014 11 30 13 40 072  8.3 999 99.0 9999
2014 11 30 13 30 073  8.3 999 99.0 9999
2014 11 30 13 20 079  8.5  80 11.0 1237
2014 11 30 13 10 073  8.3 999 99.0 9999
2014 11 30 13 00 064  8.5 999 99.0 9999
2014 11 30 12 50 070  8.0  80 11.0 1237
2014 11 30 12 40 075  8.4 999 99.0 9999
2014 11 30 12 30 063  8.3 999 99.0 9999
2014 11 30 12 20 074  8.1  70 11.0 1201
2014 11 30 12 10 070  8.2 999 99.0 9999
2014 11 30 12 00 063  8.3 999 99.0 9999
2014 11 30 11 50 066  8.0  70 11.0 1052
2014 11 30 11 40 068  7.8 999 99.0 9999
2014 11 30 11 30 061  8.0 999 99.0 9999
2014 11 30 11 20 064  8.4  70 11.0 1027
2014 11 30 11 10 065  8.9 999 99.0 9999
2014 11 30 11 00 062  8.8 999 99.0 9999
2014 11 30 10 50 063  9.0  70 11.0 1027
2014 11 30 10 40 067  9.0 999 99.0 9999
2014 11 30 10 30 069  9.2 999 99.0 9999
2014 11 30 10 20 076  8.7  80 11.0 0935
2014 11 30 10 10 077  8.8 999 99.0 9999
2014 11 30 10 00 079  9.0 999 99.0 9999
2014 11 30 09 50 077  9.0  80 11.0 0935
2014 11 30 09 40 077  9.1 999 99.0 9999
2014 11 30 09 30 076  8.9 999 99.0 9999
2014 11 30 09 20 075  8.7  80 11.0 0852
2014 11 30 09 10 075  8.4 999 99.0 9999
2014 11 30 09 00 072  8.8 999 99.0 9999
2014 11 30 08 50 076  8.4  80 11.0 0753
2014 11 30 08 40 079  8.1 999 99.0 9999
2014 11 30 08 30 074  8.7 999 99.0 9999
2014 11 30 08 20 077  8.7  80 11.0 0753
2014 11 30 08 10 082  8.4 999 99.0 9999
2014 11 30 08 00 079  8.5 999 99.0 9999
2014 11 30 07 50 081  7.9  80 11.0 0706
2014 11 30 07 40 084  7.6 999 99.0 9999
2014 11 30 07 30 089  7.7 999 99.0 9999
2014 11 30 07 20 091  7.6 130 11.0 0621
2014 11 30 07 10 089  7.9 999 99.0 9999
2014 11 30 07 00 098  8.0 999 99.0 9999
2014 11 30 06 50 102  8.6 130 11.0 0621
2014 11 30 06 40 107  8.7 999 99.0 9999
2014 11 30 06 30 101  8.0 999 99.0 9999
2014 11 30 06 20 104  8.3 110 11.0 0611
2014 11 30 06 10 103  8.4 999 99.0 9999
2014 11 30 06 00 100  8.1 999 99.0 9999
2014 11 30 05 50 096  8.1 100 11.0 0452
2014 11 30 05 40 100  8.0 999 99.0 9999
2014 11 30 05 30 097  7.9 999 99.0 9999
2014 11 30 05 20 097  8.3 110 11.0 0430
2014 11 30 05 10 103  8.1 999 99.0 9999
2014 11 30 05 00 105  8.6 999 99.0 9999
2014 11 30 04 50 102  8.2 100 11.0 0418
2014 11 30 04 40 097  8.7 999 99.0 9999
2014 11 30 04 30 104  8.6 999 99.0 9999
2014 11 30 04 20 105  8.5 110 12.0 0326
2014 11 30 04 10 106  8.5 999 99.0 9999
2014 11 30 04 00 108  8.2 999 99.0 9999
2014 11 30 03 50 110  8.1 110 12.0 0326
2014 11 30 03 40 111  9.0 999 99.0 9999
2014 11 30 03 30 108  9.0 999 99.0 9999
2014 11 30 03 20 106  8.8 120 12.0 0316
2014 11 30 03 10 101  7.6 999 99.0 9999
2014 11 30 03 00 104  7.7 999 99.0 9999
2014 11 30 02 50 109  7.5 110 12.0 0228
2014 11 30 02 40 110  8.8 999 99.0 9999
2014 11 30 02 30 107  8.3 999 99.0 9999
2014 11 30 02 20 106  7.9 120 11.0 0145
2014 11 30 02 10 108  8.1 999 99.0 9999
2014 11 30 02 00 112  7.8 999 99.0 9999
2014 11 30 01 50 119  8.4 120 11.0 0145
2014 11 30 01 40 112  8.5 999 99.0 9999
2014 11 30 01 30 115  8.4 999 99.0 9999
2014 11 30 01 20 110  7.9 110 11.0 0108
2014 11 30 01 10 115  8.3 999 99.0 9999
2014 11 30 01 00 112  7.8 999 99.0 9999
2014 11 30 00 50 113  8.0 120 11.0 0049
2014 11 30 00 40 117  6.9 999 99.0 9999
2014 11 30 00 30 117  7.4 999 99.0 9999
2014 11 30 00 20 114  7.3 120 10.0 0006
2014 11 30 00 10 118  7.5 999 99.0 9999
2014 11 30 00 00 118  7.2 999 99.0 9999
2014 11 29 23 50 114  7.3 100 11.0 2316
2014 11 29 23 40 114  7.3 999 99.0 9999
2014 11 29 23 30 115  7.2 999 99.0 9999
2014 11 29 23 20 116  7.5 100 11.0 2316
2014 11 29 23 10 122  7.8 999 99.0 9999
2014 11 29 23 00 118  7.5 999 99.0 9999
2014 11 29 22 50 123  7.5 130 11.0 2203
2014 11 29 22 40 119  6.7 999 99.0 9999
2014 11 29 22 30 127  6.9 999 99.0 9999
2014 11 29 22 20 121  6.8 120 11.0 2129
2014 11 29 22 10 128  6.9 999 99.0 9999
2014 11 29 22 00 118  7.6 999 99.0 9999
2014 11 29 21 50 122  8.0 110 11.0 2052
2014 11 29 21 40 116  8.0 999 99.0 9999
2014 11 29 21 30 118  7.9 999 99.0 9999
2014 11 29 21 20 112  8.1 110 11.0 2052
2014 11 29 21 10 113  7.9 999 99.0 9999
2014 11 29 21 00 111  8.2 999 99.0 9999
2014 11 29 20 50 115  7.5 120 11.0 2047
2014 11 29 20 40 118  7.0 999 99.0 9999
2014 11 29 20 30 105  6.9 999 99.0 9999
2014 11 29 20 20 114  5.8 110 10.0 1937
2014 11 29 20 10 087  4.7 999 99.0 9999
2014 11 29 20 00 091  5.5 999 99.0 9999
2014 11 29 19 50 099  6.2  90 10.0 1854
2014 11 29 19 40 104  7.3 999 99.0 9999
2014 11 29 19 30 091  6.7 999 99.0 9999
2014 11 29 19 20 092  7.0  80 11.0 1839
2014 11 29 19 10 085  6.4 999 99.0 9999
2014 11 29 19 00 076  7.3 999 99.0 9999
2014 11 29 18 50 081  7.5  80 11.0 1839
2014 11 29 18 40 083  7.4 999 99.0 9999
2014 11 29 18 30 086  7.1 999 99.0 9999
2014 11 29 18 20 087  7.4  80 11.0 1757
2014 11 29 18 10 083  7.9 999 99.0 9999
2014 11 29 18 00 069  6.7 999 99.0 9999
2014 11 29 17 50 068  6.0  60  9.0 1748
2014 11 29 17 40 075  6.0 999 99.0 9999
2014 11 29 17 30 065  5.2 999 99.0 9999
2014 11 29 17 20 047  4.5  40  8.0 1632
2014 11 29 17 10 039  4.8 999 99.0 9999
2014 11 29 17 00 042  5.3 999 99.0 9999
2014 11 29 16 50 035  5.1  30  9.0 1557
2014 11 29 16 40 033  6.6 999 99.0 9999
2014 11 29 16 30 045  5.7 999 99.0 9999
2014 11 29 16 20 041  6.1  40 10.0 1539
2014 11 29 16 10 042  5.9 999 99.0 9999
2014 11 29 16 00 033  6.5 999 99.0 9999
2014 11 29 15 50 029  6.5  80 12.0 1455
2014 11 29 15 40 027  7.3 999 99.0 9999
2014 11 29 15 30 052  6.6 999 99.0 9999
2014 11 29 15 20 065  7.6  80 12.0 1455
2014 11 29 15 10 055  7.8 999 99.0 9999
2014 11 29 15 00 068  8.6 999 99.0 9999
2014 11 29 14 50 066  7.7  90 12.0 1434
2014 11 29 14 40 068  7.5 999 99.0 9999
2014 11 29 14 30 063  6.7 999 99.0 9999
2014 11 29 14 20 052  7.9  60 12.0 1334
2014 11 29 14 10 062  8.1 999 99.0 9999
2014 11 29 14 00 069  7.8 999 99.0 9999
2014 11 29 13 50 071  7.4  60 12.0 1334
2014 11 29 13 40 062  8.0 999 99.0 9999
2014 11 29 13 30 066  7.8 999 99.0 9999
2014 11 29 13 20 070  7.8  60 12.0 1235
2014 11 29 13 10 070  7.9 999 99.0 9999
2014 11 29 13 00 071  8.6 999 99.0 9999
2014 11 29 12 50 078  9.6  60 12.0 1235
2014 11 29 12 40 069  9.6 999 99.0 9999
2014 11 29 12 30 058  7.7 999 99.0 9999
2014 11 29 12 20 067  7.6  70 10.0 1214
2014 11 29 12 10 076  7.1 999 99.0 9999
2014 11 29 12 00 092  6.3 999 99.0 9999
2014 11 29 11 50 084  5.7  90  9.0 1119
2014 11 29 11 40 085  5.4 999 99.0 9999
2014 11 29 11 30 086  6.0 999 99.0 9999
2014 11 29 11 20 095  6.7  90  9.0 1119
2014 11 29 11 10 055  4.6 999 99.0 9999
2014 11 29 11 00 018  4.4 999 99.0 9999
2014 11 29 10 50 350  4.2 300  9.0 1020
2014 11 29 10 40 295  2.5 999 99.0 9999
