431, 291, 95.       
430, 291, 85.    
429, 291, 85.    
428, 291, 45.    
427, 291, 45.    
426, 291, 45.                         
425, 291, 13.    
431, 292, 90.   
430, 292, 53.   
429, 292, 53.     
428, 292, 53.  
427, 292, 20.    
426, 292, 20.     
431, 293, 62.    
430, 293, 32.   
429, 293, 53.    
428, 293, 16.    
427, 293, 20.     
430, 294, 30.          
427, 294, 9.    
427, 295, 9.      
427, 296, 8.     
427, 297, 7.     
427, 298, 8.    
427, 299, 8.     
427, 300, 8.    
427, 301, 7.      
427, 302, 7.      
427, 303, 5.    
428, 303, 10.    
428, 304, 10.    
428, 305, 13.    
428, 306, 10.    
427, 306, 4.      
427, 307, 8.     
426, 307, 5.     
426, 308, 8.     
425, 308, 7.    
425, 309, 8.      
424, 309, 6.      
424, 310, 8.      
423, 310, 8.     
423, 311, 7.     
422, 311, 8.    
422, 312, 6.   
421, 312, 10.     
421, 311, 6.     
420, 312, 5.    
420, 313, 10.     
419, 313, 5.  
419, 314, 9.    
419, 315, 5.     
418, 315, 10.    
418, 316, 6.   
416, 335, 10. 
416, 336, 10. 
416, 337, 10. 
416, 338, 10. 
416, 339, 10. 
416, 340, 10. 
416, 341, 10. 
416, 342, 10. 
416, 343, 12. 
416, 344, 13. 
416, 345, 11. 
416, 346, 6. 
415, 346, 10. 
416, 347, 7. 
415, 347, 10. 
414, 347, 10. 
414, 348, 10. 
416, 348, 5. 
416, 349, 5. 
414, 349, 6. 
413, 349, 10. 
413, 350, 10. 
416, 350, 6. 
416, 351, 8. 
413, 351, 10. 
417, 351, 8. 
417, 352, 8. 
413, 352, 10. 
413, 353, 10. 
417, 353, 4. 
417, 354, 4. 
413, 354, 12. 
417, 355, 4. 
413, 355, 10. 
414, 355, 8. 
417, 356, 5. 
414, 356, 10. 
414, 357, 10. 
415, 357, 10. 
417, 357, 4. 
417, 358, 5. 
415, 358, 10. 
416, 358, 10. 
417, 359, 5. 
416, 359, 11. 
416, 360, 10. 
417, 360, 15. 
418, 360, 4. 
418, 361, 10. 
417, 361, 10. 
418, 362, 12. 
417, 362, 5. 
418, 363, 13. 
417, 363, 2. 
418, 364, 10. 
418, 365, 10. 
419 , 365 ,  10
420 , 365 ,  10
421 , 365 ,  10
422 , 365 ,  10
423 , 365 ,  10
424 , 365 ,  10
425 , 365 ,  10
426 , 365 ,  10
427 , 365 ,  10
428 , 365 ,  10
429 , 365 ,  10
430 , 365 ,  10
431 , 365 ,  10
432 , 365 ,  10
433 , 365 ,  10
434 , 365 ,  10
435 , 365 ,  10
436 , 365 ,  10
437 , 365 ,  10
438 , 365 ,  10
439 , 365 ,  10
440 , 365 ,  10
441 , 365 ,  10
442 , 365 ,  10
443 , 365 ,  10
444 , 365 ,  10
445 , 365 ,  10
446 , 365 ,  10
447 , 365 ,  10
448 , 365 ,  10
449 , 365 ,  10
450 , 365 ,  10
451 , 365 ,  10
452 , 365 ,  10
453 , 365 ,  10
454 , 365 ,  10
455 , 365 ,  10
456 , 365 ,  10
457 , 365 ,  10
458 , 365 ,  10
459 , 365 ,  10
460 , 365 ,  10
461 , 365 ,  10
462 , 365 ,  10
463 , 365 ,  10
464 , 365 ,  10
465 , 365 ,  10
466 , 365 ,  10
467 , 365 ,  10
468 , 365 ,  10
469 , 365 ,  10
470 , 365 ,  10
471 , 365 ,  10
472 , 365 ,  10
473 , 365 ,  10
474 , 365 ,  10
475 , 365 ,  10
476 , 365 ,  10
477 , 365 ,  10
478 , 365 ,  10
479 , 365 ,  10
480 , 365 ,  10
481 , 365 ,  10
482 , 365 ,  10
483 , 365 ,  10
484 , 365 ,  10
485 , 365 ,  10
486 , 365 ,  10
487 , 365 ,  10
488 , 365 ,  10
489 , 365 ,  10
490 , 365 ,  10
491 , 365 ,  10
492 , 365 ,  10
493 , 365 ,  10
494 , 365 ,  10
495 , 365 ,  10
496 , 365 ,  10
497 , 365 ,  10
498 , 365 ,  10
499 , 365 ,  10
500 , 365 ,  10
500 , 366 ,  10
500 , 367 ,  10
500 , 368 ,  10
500 , 368 ,  10
500 , 369 ,  10
500 , 370 ,  10
500 , 371 ,  10
500 , 372 ,  10
500 , 373 ,  10
500 , 374 ,  10
500 , 375 ,  10
500 , 376 ,  10
500 , 377 ,  10
500 , 378 ,  10
500 , 379 ,  10
500 , 380 ,  10
500 , 381 ,  10
500 , 382 ,  10
500 , 383 ,  10
500 , 384 ,  10
500 , 385 ,  10
500 , 386 ,  10
500 , 387 ,  10
500 , 388 ,  10
500 , 389 ,  10
500 , 390 ,  10
500 , 391 ,  10
500 , 392 ,  10
500 , 393 ,  10
500 , 394 ,  10
500 , 395 ,  10
